Gender,Attrition/Retention ,Age group,Department,Education Switch Calc,Job Role,Attrition,Attrition Label,Education,Education Field,Switch Attrition/Retention ,0,Age,Attrition Count,Employee Count,Job Involvement,Job Level,Job Satisfaction,Relationship Satisfaction,Work Life Balance,Environment Satisfaction,Attrition,CF_current Employee,Total Working Years,Years In Current Role,Monthly Income,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,36,,1,3,2,4,4,3,1,No,1,12,7,5079,
Male,Attrition,25-34,R & D,Associates Degree,Research Scientist,Yes,Attrited Employees,Associates Degree,Medical,TRUE,0,31,1,1,2,1,1,1,3,3,Yes,0,4,2,2321,
Male,Retention,25-34,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,3,4,3,4,3,4,No,1,10,8,17444,
Female,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,1,1,2,1,1,3,3,4,Yes,0,3,0,2404,
Female,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,33,,1,3,1,4,1,3,2,No,1,5,2,3452,
Female,Retention,45-55,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,45,,1,3,1,4,4,3,4,No,1,8,3,2270,
Male,Retention,45-55,R & D,Associates Degree,Research Director,No,Current Employees,Associates Degree,Medical,TRUE,0,50,,1,3,4,4,3,2,4,No,1,32,4,17399,
Female,Retention,25-34,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Other,TRUE,0,33,,1,4,2,2,1,3,3,No,1,6,5,5488,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,41,,1,3,5,3,2,4,1,No,1,21,16,19419,
Female,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,27,,1,3,1,2,2,3,3,No,1,4,2,2811,
Male,Retention,45-55,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,45,,1,3,2,1,3,3,4,No,1,9,8,3633,
Female,Retention,45-55,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,47,,1,3,2,4,3,3,4,No,1,9,0,4163,
Female,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,30,1,1,3,1,3,2,3,1,Yes,0,7,2,2132,
Male,Retention,45-55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,50,,1,3,4,3,4,3,4,No,1,22,11,13973,
Male,Retention,35-44,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,38,,1,3,1,3,2,2,3,No,1,3,1,2684,
Male,Retention,45-55,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,46,,1,3,3,3,2,3,4,No,1,13,7,10845,
Female,Retention,< 25,R & D,High School,Manufacturing Director,No,Current Employees,High School,Medical,TRUE,0,24,,1,2,2,3,2,3,4,No,1,5,2,4377,
Male,Attrition,35-44,R & D,Master's Degree,Laboratory Technician,Yes,Attrited Employees,Master's Degree,Other,TRUE,0,35,1,1,2,1,2,4,1,3,Yes,0,5,2,3743,
Female,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,31,,1,3,2,1,3,3,3,No,1,4,3,4148,
Male,Retention,< 25,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,18,,1,3,1,4,4,3,2,No,1,0,0,1051,
Female,Retention,45-55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Technical Degree,TRUE,0,54,,1,3,3,3,3,3,3,No,1,22,7,10739,
Female,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,3,3,3,3,2,3,No,1,16,10,10388,
Female,Retention,25-34,R & D,Associates Degree,Research Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,30,,1,4,3,1,3,2,2,No,1,9,7,11416,
Female,Attrition,< 25,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,20,1,1,2,1,1,1,3,4,Yes,0,1,0,2600,
Female,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,30,1,1,3,1,2,1,3,2,Yes,0,4,2,2422,
Male,Retention,25-34,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,26,,1,4,2,4,2,3,4,No,1,8,7,5472,
Male,Retention,< 25,R & D,High School,Laboratory Technician,No,Current Employees,High School,Life Sciences,TRUE,0,22,,1,1,1,1,1,2,2,No,1,4,3,2451,
Male,Retention,45-55,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,48,,1,2,2,3,4,3,1,No,1,19,2,4240,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,48,,1,2,3,3,2,3,3,No,1,27,11,10999,
Female,Retention,35-44,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Medical,TRUE,0,41,,1,3,2,3,2,3,4,No,1,8,2,5003,
Female,Retention,35-44,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,39,,1,2,4,4,3,3,4,No,1,21,6,12742,
Female,Retention,25-34,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,27,,1,3,2,4,2,3,1,No,1,4,2,4227,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Other,TRUE,0,35,,1,3,1,4,1,2,2,No,1,3,2,3917,
Male,Retention,35-44,Sales,Associates Degree,Manager,No,Current Employees,Associates Degree,Marketing,TRUE,0,42,,1,3,5,3,2,4,4,No,1,21,0,18303,
Male,Retention,45-55,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,50,,1,3,1,4,2,3,1,No,1,8,0,2380,
Female,Retention,> 55,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,59,,1,2,4,4,1,3,3,No,1,30,3,13726,
Female,Attrition,35-44,R & D,Associates Degree,Healthcare Representative,Yes,Attrited Employees,Associates Degree,Medical,TRUE,0,37,1,1,1,2,2,1,1,1,Yes,0,15,0,4777,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Medical,TRUE,0,55,,1,3,2,2,4,3,3,No,1,17,7,6385,
Female,Retention,35-44,R & D,High School,Research Director,No,Current Employees,High School,Life Sciences,TRUE,0,41,,1,1,5,3,2,3,2,No,1,21,16,19973,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,38,,1,3,2,4,3,3,2,No,1,19,0,6861,
Male,Attrition,25-34,Sales,Associates Degree,Sales Executive,Yes,Attrited Employees,Associates Degree,Medical,TRUE,0,26,1,1,1,2,1,4,3,2,Yes,0,7,2,4969,
Female,Attrition,45-55,Sales,High School,Manager,Yes,Attrited Employees,High School,Marketing,TRUE,0,52,1,1,1,5,4,4,3,1,Yes,0,33,14,19845,
Female,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,44,,1,4,4,4,3,3,4,No,1,23,11,13320,
Female,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,50,,1,3,2,3,1,3,4,No,1,19,7,6347,
Female,Attrition,35-44,R & D,Master's Degree,Laboratory Technician,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,36,1,1,4,1,1,3,3,3,Yes,0,18,13,2743,
Female,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,39,,1,3,3,1,3,3,4,No,1,21,6,10880,
Female,Retention,25-34,Sales,High School,Sales Representative,No,Current Employees,High School,Life Sciences,TRUE,0,33,,1,2,1,4,4,2,2,No,1,3,2,2342,
Female,Retention,45-55,Sales,Associates Degree,Manager,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,45,,1,3,4,4,2,4,4,No,1,26,3,17650,
Female,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,32,,1,3,1,3,2,3,4,No,1,10,7,4025,
Male,Retention,25-34,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,34,,1,4,2,4,4,2,2,No,1,16,1,9725,
Male,Retention,> 55,Sales,Associates Degree,Manager,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,59,,1,3,3,4,3,1,2,No,1,14,4,11904,
Male,Retention,45-55,HR,Master's Degree,Human Resources,No,Current Employees,Master's Degree,Medical,TRUE,0,45,,1,3,1,2,1,3,2,No,1,6,3,2177,
Female,Retention,45-55,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,53,,1,2,3,2,1,3,3,No,1,30,7,7525,
Male,Attrition,35-44,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Other,TRUE,0,36,1,1,3,2,3,2,2,1,Yes,0,9,0,4834,
Male,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,26,1,1,3,1,1,2,3,1,Yes,0,6,2,2042,
Female,Retention,25-34,Sales,Master's Degree,Sales Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,3,1,3,4,3,3,No,1,1,1,2220,
Male,Retention,25-34,Sales,High School,Sales Representative,No,Current Employees,High School,Medical,TRUE,0,28,,1,3,1,2,2,3,4,No,1,1,0,1052,
Male,Retention,35-44,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Other,TRUE,0,38,,1,3,1,3,1,3,3,No,1,8,2,2821,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,50,,1,3,5,3,4,2,2,No,1,29,1,19237,
Female,Retention,35-44,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Other,TRUE,0,37,,1,3,2,2,1,2,4,No,1,8,3,4107,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,40,,1,3,2,1,2,2,3,No,1,8,7,8396,
Female,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Medical,TRUE,0,26,,1,2,1,3,3,3,1,No,1,5,3,2007,
Male,Retention,45-55,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,46,,1,3,5,4,4,3,4,No,1,23,2,19627,
Female,Retention,45-55,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,54,,1,2,3,3,2,3,3,No,1,13,4,10686,
Female,Retention,> 55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,56,,1,3,1,3,2,3,1,No,1,18,4,2942,
Female,Retention,35-44,R & D,Doctoral Degree,Manufacturing Director,No,Current Employees,Doctoral Degree,Medical,TRUE,0,36,,1,2,3,4,2,2,4,No,1,15,8,8858,
Male,Retention,45-55,R & D,High School,Manager,No,Current Employees,High School,Medical,TRUE,0,55,,1,2,4,1,2,4,3,No,1,31,7,16756,
Male,Retention,35-44,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,43,,1,2,3,4,3,3,3,No,1,18,0,10798,
Female,Attrition,< 25,Sales,Bachelor's Degree,Sales Representative,Yes,Attrited Employees,Bachelor's Degree,Marketing,TRUE,0,20,1,1,3,1,4,2,3,4,Yes,0,2,2,2323,
Female,Attrition,< 25,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,21,1,1,2,1,1,1,2,3,Yes,0,1,0,1416,
Female,Retention,45-55,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,46,,1,2,2,1,1,3,4,No,1,19,13,4615,
Male,Attrition,45-55,R & D,Master's Degree,Research Scientist,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,51,1,1,3,1,3,3,4,1,Yes,0,18,0,2461,
Male,Attrition,25-34,R & D,Associates Degree,Healthcare Representative,Yes,Attrited Employees,Associates Degree,Technical Degree,TRUE,0,28,1,1,2,3,1,1,2,2,Yes,0,10,7,8722,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Medical,TRUE,0,26,,1,2,1,1,1,3,1,No,1,6,3,3955,
Male,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Other,TRUE,0,30,,1,3,2,1,3,2,3,No,1,7,2,9957,
Female,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Technical Degree,TRUE,0,41,,1,4,1,3,3,3,2,No,1,10,6,3376,
Female,Retention,35-44,R & D,High School,Healthcare Representative,No,Current Employees,High School,Life Sciences,TRUE,0,38,,1,2,3,3,1,2,3,No,1,20,9,8823,
Male,Retention,35-44,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,40,,1,3,3,4,4,3,1,No,1,14,10,10322,
Male,Retention,25-34,R & D,Doctoral Degree,Laboratory Technician,No,Current Employees,Doctoral Degree,Life Sciences,TRUE,0,27,,1,1,1,3,4,3,1,No,1,3,2,4621,
Male,Retention,45-55,R & D,High School,Manufacturing Director,No,Current Employees,High School,Life Sciences,TRUE,0,55,,1,3,3,2,2,3,4,No,1,23,2,10976,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Other,TRUE,0,28,,1,3,2,3,4,4,3,No,1,10,7,3660,
Male,Attrition,35-44,HR,Associates Degree,Human Resources,Yes,Attrited Employees,Associates Degree,Medical,TRUE,0,44,1,1,2,3,1,4,3,2,Yes,0,24,6,10482,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,2,3,4,3,3,4,No,1,9,2,7119,
Male,Attrition,35-44,Sales,Bachelor's Degree,Sales Executive,Yes,Attrited Employees,Bachelor's Degree,Technical Degree,TRUE,0,35,1,1,3,3,1,1,3,4,Yes,0,9,7,9582,
Female,Attrition,25-34,R & D,Master's Degree,Research Scientist,Yes,Attrited Employees,Master's Degree,Medical,TRUE,0,33,1,1,2,2,3,2,3,1,Yes,0,14,7,4508,
Male,Retention,25-34,R & D,Associates Degree,Laboratory Technician,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,28,,1,3,1,3,4,2,1,No,1,4,2,2207,
Male,Retention,25-34,R & D,High School,Healthcare Representative,No,Current Employees,High School,Life Sciences,TRUE,0,34,,1,3,2,4,3,2,1,No,1,7,2,7756,
Female,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,37,,1,2,2,4,3,3,4,No,1,8,0,6694,
Male,Attrition,25-34,R & D,High School,Laboratory Technician,Yes,Attrited Employees,High School,Technical Degree,TRUE,0,25,1,1,3,1,4,2,4,4,Yes,0,7,7,3691,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,26,1,1,3,1,3,3,2,1,Yes,0,1,1,2377,
Male,Attrition,25-34,R & D,Bachelor's Degree,Research Scientist,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,33,1,1,2,1,2,2,3,1,Yes,0,5,2,2313,
Male,Retention,35-44,R & D,Associates Degree,Manager,No,Current Employees,Associates Degree,Medical,TRUE,0,42,,1,3,4,1,4,3,4,No,1,23,6,17665,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,28,1,1,2,1,2,1,3,1,Yes,0,1,0,2596,
Male,Attrition,45-55,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Other,TRUE,0,50,1,1,3,2,3,4,3,4,Yes,0,5,0,4728,
Female,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,33,,1,3,2,2,3,3,4,No,1,4,2,4302,
Male,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,34,,1,2,1,4,4,3,3,No,1,6,0,2979,
Male,Retention,45-55,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Medical,TRUE,0,48,,1,4,4,4,3,2,1,No,1,27,4,16885,
Female,Retention,45-55,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,45,,1,2,2,3,4,3,2,No,1,15,10,5593,
Male,Retention,45-55,R & D,Master's Degree,Healthcare Representative,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,52,,1,3,3,2,4,3,2,No,1,18,6,10445,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,38,,1,2,3,3,2,3,3,No,1,9,7,8740,
Female,Retention,25-34,R & D,Master's Degree,Research Scientist,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,29,,1,3,1,4,1,3,3,No,1,11,5,2514,
Female,Retention,25-34,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,28,,1,3,3,2,2,2,4,No,1,10,7,7655,
Male,Retention,45-55,Sales,High School,Manager,No,Current Employees,High School,Marketing,TRUE,0,46,,1,3,4,3,4,3,1,No,1,23,9,17465,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,38,,1,3,3,2,3,3,4,No,1,10,0,7351,
Female,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,43,,1,3,3,1,3,3,3,No,1,18,7,10820,
Male,Attrition,35-44,R & D,Bachelor's Degree,Healthcare Representative,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,39,1,1,3,4,4,4,3,1,Yes,0,21,7,12169,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Director,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,40,,1,2,5,3,1,4,3,No,1,21,7,19626,
Female,Retention,< 25,R & D,High School,Research Scientist,No,Current Employees,High School,Technical Degree,TRUE,0,21,,1,2,1,2,3,4,4,No,1,2,2,2070,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,39,,1,3,2,2,3,2,3,No,1,9,4,6782,
Male,Retention,35-44,R & D,Master's Degree,Manufacturing Director,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,36,,1,3,2,4,1,3,1,No,1,18,9,7779,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Representative,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,31,,1,4,1,4,1,3,3,No,1,3,2,2791,
Male,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,28,,1,2,1,2,1,1,1,No,1,6,3,3201,
Male,Retention,35-44,Sales,Associates Degree,Sales Executive,No,Current Employees,Associates Degree,Marketing,TRUE,0,35,,1,3,2,4,4,3,4,No,1,5,2,4968,
Male,Retention,45-55,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,49,,1,2,4,2,2,3,4,No,1,22,8,13120,
Male,Retention,25-34,R & D,Associates Degree,Manufacturing Director,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,34,,1,3,2,3,4,2,4,No,1,5,2,4033,
Female,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,29,,1,3,1,2,4,2,4,No,1,8,5,3291,
Male,Retention,35-44,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,42,,1,1,2,4,1,3,2,No,1,16,0,4272,
Male,Retention,25-34,R & D,High School,Manufacturing Director,No,Current Employees,High School,Medical,TRUE,0,29,,1,2,2,4,3,2,2,No,1,10,7,5056,
Male,Retention,35-44,HR,Bachelor's Degree,Human Resources,No,Current Employees,Bachelor's Degree,Human Resources,TRUE,0,38,,1,4,1,3,4,4,3,No,1,7,6,2844,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,28,,1,2,1,3,4,3,3,No,1,3,1,2703,
Male,Attrition,< 25,R & D,High School,Laboratory Technician,Yes,Attrited Employees,High School,Medical,TRUE,0,18,1,1,3,1,3,4,3,3,Yes,0,0,0,1904,
Female,Attrition,25-34,Sales,Master's Degree,Sales Executive,Yes,Attrited Employees,Master's Degree,Marketing,TRUE,0,33,1,1,3,2,1,1,3,1,Yes,0,6,2,8224,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Life Sciences,TRUE,0,41,,1,3,1,4,1,3,2,No,1,6,0,4766,
Male,Attrition,25-34,R & D,Bachelor's Degree,Laboratory Technician,Yes,Attrited Employees,Bachelor's Degree,Medical,TRUE,0,31,1,1,3,1,3,3,2,3,Yes,0,2,2,2610,
Female,Retention,35-44,R & D,Associates Degree,Healthcare Representative,No,Current Employees,Associates Degree,Medical,TRUE,0,37,,1,2,2,4,3,3,3,No,1,9,2,5731,
Male,Retention,25-34,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,27,,1,2,1,3,3,3,4,No,1,4,2,2539,
Female,Retention,25-34,Sales,High School,Sales Executive,No,Current Employees,High School,Life Sciences,TRUE,0,34,,1,3,2,3,1,2,2,No,1,6,5,5714,
Male,Retention,35-44,HR,Master's Degree,Human Resources,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,35,,1,3,1,3,2,1,3,No,1,6,4,4323,
Female,Attrition,25-34,Sales,High School,Sales Executive,Yes,Attrited Employees,High School,Life Sciences,TRUE,0,29,1,1,2,3,1,1,1,4,Yes,0,11,8,7336,
Female,Retention,35-44,R & D,Master's Degree,Research Director,No,Current Employees,Master's Degree,Medical,TRUE,0,40,,1,3,3,3,3,2,2,No,1,20,7,13499,
Male,Attrition,35-44,Sales,Bachelor's Degree,Sales Executive,Yes,Attrited Employees,Bachelor's Degree,Life Sciences,TRUE,0,42,1,1,3,4,1,2,2,3,Yes,0,22,9,13758,
Male,Retention,35-44,Sales,Master's Degree,Sales Executive,No,Current Employees,Master's Degree,Marketing,TRUE,0,42,,1,3,2,1,4,4,2,No,1,9,4,5155,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,35,,1,2,1,3,2,3,4,No,1,10,0,2258,
Male,Retention,< 25,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,24,,1,3,1,2,4,3,4,No,1,6,3,3597,
Female,Attrition,25-34,R & D,High School,Laboratory Technician,Yes,Attrited Employees,High School,Life Sciences,TRUE,0,28,1,1,3,1,4,4,2,3,Yes,0,1,1,2515,
Male,Retention,25-34,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Medical,TRUE,0,26,,1,4,1,4,2,3,1,No,1,8,7,4420,
Male,Retention,25-34,Sales,Bachelor's Degree,Sales Executive,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,30,,1,2,2,3,1,3,3,No,1,10,3,6578,
Female,Retention,35-44,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Medical,TRUE,0,40,,1,2,2,4,4,1,3,No,1,16,1,4422,
Male,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,35,,1,2,3,2,2,4,3,No,1,15,7,10274,
Male,Retention,25-34,R & D,Bachelor's Degree,Healthcare Representative,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,34,,1,2,2,1,3,3,4,No,1,14,9,5343,
Male,Retention,35-44,R & D,Master's Degree,Laboratory Technician,No,Current Employees,Master's Degree,Other,TRUE,0,35,,1,2,1,4,2,4,4,No,1,2,2,2376,
Female,Attrition,35-44,Sales,Bachelor's Degree,Sales Executive,Yes,Attrited Employees,Bachelor's Degree,Marketing,TRUE,0,43,1,1,1,2,3,2,2,1,Yes,0,7,3,5346,
Female,Retention,25-34,Sales,High School,Sales Representative,No,Current Employees,High School,Life Sciences,TRUE,0,32,,1,3,1,1,3,3,3,No,1,1,0,2827,
Female,Retention,> 55,R & D,Master's Degree,Manager,No,Current Employees,Master's Degree,Technical Degree,TRUE,0,56,,1,3,5,1,4,3,4,No,1,28,2,19943,
Female,Retention,25-34,R & D,High School,Laboratory Technician,No,Current Employees,High School,Medical,TRUE,0,29,,1,3,1,4,1,3,2,No,1,10,8,3131,
Male,Retention,< 25,R & D,Associates Degree,Research Scientist,No,Current Employees,Associates Degree,Life Sciences,TRUE,0,19,,1,3,1,1,3,3,3,No,1,1,1,2552,
Female,Retention,45-55,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Medical,TRUE,0,45,,1,3,1,3,3,2,1,No,1,7,2,4477,
Female,Retention,35-44,R & D,Bachelor's Degree,Manufacturing Director,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,37,,1,2,2,4,2,2,4,No,1,14,8,6474,
Male,Retention,< 25,R & D,Bachelor's Degree,Laboratory Technician,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,20,,1,2,1,3,1,2,1,No,1,2,2,3033,
Male,Attrition,35-44,R & D,Master's Degree,Research Scientist,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,44,1,1,3,1,3,3,3,3,Yes,0,6,4,2936,
Female,Retention,45-55,R & D,Associates Degree,Manager,No,Current Employees,Associates Degree,Medical,TRUE,0,53,,1,3,5,3,2,3,4,No,1,26,7,18606,
Female,Retention,25-34,R & D,High School,Research Scientist,No,Current Employees,High School,Life Sciences,TRUE,0,29,,1,1,1,4,1,2,2,No,1,6,4,2168,
Male,Attrition,< 25,R & D,Master's Degree,Research Scientist,Yes,Attrited Employees,Master's Degree,Life Sciences,TRUE,0,22,1,1,2,1,4,2,3,3,Yes,0,1,0,2853,
Female,Retention,45-55,Sales,Bachelor's Degree,Manager,No,Current Employees,Bachelor's Degree,Marketing,TRUE,0,46,,1,3,4,1,1,3,3,No,1,28,15,17048,
Male,Retention,35-44,R & D,Bachelor's Degree,Research Scientist,No,Current Employees,Bachelor's Degree,Life Sciences,TRUE,0,44,,1,1,1,3,4,3,4,No,1,6,0,2290,
Male,Retention,25-34,HR,Bachelor's Degree,Human Resources,No,Current Employees,Bachelor's Degree,Human Resources,TRUE,0,33,,1,3,1,3,4,3,2,No,1,5,4,3600,
